,Comment,Category Comment,Target_type
1079,years old and still slaps like it was poster yesderday,neutral,0
1080,say yes say yes,neutral,0
1081,quarantine brought me here im seriously run out of songs to hear,positive,1
1082,hearing this remind me when was kid playing game with my friend,positive,1
1083,the song is still cool after so many years,positive,1
1084,its been years and he still hasnt said yes but he married her anyway,neutral,0
1085,years later when youre watchint this youre legend,positive,1
1086,omg the nostalgia remember listening to this everyday when was like fiveee and remember matty singing this hahahaha,positive,1
1087,need rude where he makes the father to say yes,positive,1
1088,this song will never get old,positive,1
1089,moment of silence for the people who still cant find this song,neutral,0
1090,oh this is such nostalgic song this played on the speaker when my swimming lesson were on haha,positive,1
1091,wish can find love so deep like theirs,positive,1
1092,this is the song play while playing minecraft lol,positive,1
1093,havent listened to this song in yeras and still remember lyrics,positive,1
1094,this song is so good its rude love from indonesia,positive,1
1095,dont ever ask who is still listening to this in because we never stop listening to it,neutral,0
1096,miss the days when this song would play on the radio every single minutes,neutral,0
1097,didnt know kylo ren got problem with being rude,negative,2
1098,havent heard this song for years wow,neutral,0
1099,years and this song is still one of my favorites and everyone who keeps listening to it knows what good music is,positive,1
1100,the nostalgia of this song physically hurts,negative,2
1101,this song proves how easy it is to be one hit wonder,positive,1
1102,still memorize this song after many years,positive,1
1103,next up on my nostalgic music lapse is we are young,positive,1
1104,this song is for kids teens and adults thats why love this so much,positive,1
1105,dj the chainsmokers is band coldplay song somenthing just like this,neutral,0
1106,well the chainsmokers definitely have signature sound guess,positive,1
1107,this song makes me feel that can do everything seriously,positive,1
1108,pray who ever reads this becomes successful in every field of life,positive,1
1109,nobody too old or too young to hear this song,positive,1
1110,pray whoever likes this will have good luck for the next years,positive,1
1111,if chainsmokers and coldplay had song together that would be something just like this,positive,1
1112,wait no who cares what time your watching your always legend,positive,1
1113,this song went viral before its uploaded,positive,1
1114,use to think it said batman wants kiss looking back was weird kid,negative,2
1115,bruh this song is just unforgettable,positive,1
1116,hearing this song brongs smile to my face so naturally like if it does yours too,positive,1
1117,when we were children we always wanted to grow up but once we grew up we wished to be kid again,neutral,0
1118,this song can be relationship friend song,positive,1
1119,chain smokers need to return they could literally save,neutral,0
1120,no matter how many times you repeatedly listen to this song its still so good,positive,1
1121,tony didt go he lives in my heartforever,positive,1
1122,listening to this song late at night feels so good,positive,1
1123,one of those rare good mainstream songs,positive,1
1124,cant imagine am not the only one listening to this song today,neutral,0
1125,the chainsmokrs  coldplay something just like this,positive,1
1126,edited my comment so you wouldnt know how did get so many likes,neutral,0
1127,be honest this didnt show up in your recommendation you searched for it,neutral,0
1128,as every dj and singer goes bad marsmello always gets better this is the difference of marsmello,negative,2
1129,we all agree that this song is magic would like you to create an alone or similar marshmello you inspire me to continue creating electro music,positive,1
1130,if you think that just you listen to this song you have big mistake,neutral,0
1131,cant believe that people dont like this song they should be amazed by mashmello,positive,1
1132,this song is just one of the few things we could bring with ourselves into that can at least put smile on our faces or make cus vibe through this painful time,positive,1
1133,how to start cult in high school,neutral,0
1134,watching this song again makes me want to go back to the mellogang,neutral,0
1135,it takes just one song to turn you into legend,positive,1
1136,but the fortnight event or this prefer the real song,positive,1
1137,if you feel alone get yourself to the rick astley never gonna give you up and watch it,positive,1
1138,everybody gangsta til they suffocate from wearing bags,neutral,0
1139,this is marshmellos best song ever,positive,1
1140,those guys who gave dislike are the one who are bullies,negative,2
1141,can relate to this,positive,1
1142,really got emotional when searched this up beacuse when was small me and big brother draw marshmello and also dance,positive,1
1143,only people here before bil can like this,neutral,0
1144,remember when she was just cute little cat valentine,positive,1
1145,whoever did aris makeup and hair needs like serious paycheck raise cuz they killed it,positive,1
1146,refuse to believe this is years old would listen to repeat all day,positive,1
1147,curry with the shot just tell em to call me stephanie,neutral,0
1148,this is not the girl that used to watch as kid,negative,2
1149,when nicki first showed up it look liked someone farted next to her,negative,2
1150,remember when everyone went crazy when this song came out damn time flys,positive,1
1151,still dont get what is happening in this video,negative,2
1152,and this is what call timeless pop hit,positive,1
1153,people come here to see nikis amazing rap,positive,1
1154,sexy song my girlfriend vanessa does it freaking sexy,negative,2
1155,yes what does he think of him,neutral,0
1156,mans got arrested and his nudes leakedfeels bad man,negative,2
1157,this dude just got arrested and his nudes got leaked on twitter man really went downhill after this song,negative,2
1158,am the only one who still love himlike idgaf if his nudes leaked or not,positive,1
1159,seriously feel bad for silento no one hit wonder has got bullied to the extent he did yeah the song isnt great but would get tired of everyone left and right calling me one hit wonder,negative,2
1160,maybe he was just trying to steal bussy repair kit,negative,2
1161,damn why does this guy looks so alike the scrunchie man oh wonder why,negative,2
1162,oh my god remember when this guy was relevant this was so dumb,negative,2
1163,remember this guy was on nickelodeon,neutral,0
1164,he was sticking it in like it was nothing,negative,2
1165,why is it always the childhood stars getting exposed,neutral,0
1166,remember seeing this in st grade the nostalgia is coming back,neutral,0
1167,took trip down memory to dislike turns out already thumbs downed this song lmao,negative,2
1168,when this was out the world was great,positive,1
1169,playing this song in car in the middle of the night it has whole different vibe,positive,1
1170,it looks like hes holding kylo rens lightsaber lol,positive,1
1171,this song is just legendary so are his other songs,positive,1
1172,listening this song at night thinking about anything watching the ceiling is different vibe cool vibe,positive,1
1173,people didnt understand he was mf ing starboy,negative,2
1174,crazy how abel is an entirely different person with every album,negative,2
1175,man this hits like minecraft parody song lol,negative,2
1176,mean who tf dislikes this,positive,1
1177,dont need thors hammer need this pink cross totally invincible shit,positive,1
1178,the weeknd is the best singer of the world actually,positive,1
1179,wouldnt be surprised if that panther was his actual pet,negative,2
1180,cant believe blinding lights surpassed this song as most streamed,positive,1
1181,who just randomly came back to the song,neutral,0
1182,moment of silence for the girl who broke abels heart when he wasnt the weeknd look what youve done poor little girl,negative,2
1183,bet that this was everyones favorite song once in their lifetime,positive,1
1184,singer the weeknd band daft punk song stayboy,negative,2
1185,this song sounds like it should the on the drive soundtrack,positive,1
1186,cant unhear you talkin money need to urinate,negative,2
1187,this is my shit cuz found out could actually dance when started listening to this lol,negative,2
1188,this song does not fell like it was made that long ago,neutral,0
1189,if you re here in it means you have good musical taste,positive,1
1190,just love the fact that this is actually his wife this song is what people ask me to sing,positive,1
1191,imagine having boyfriend who writes song only for you,neutral,0
1192,like how john used his wife and not some random model,positive,1
1193,this is song that gets into your mind when youre single and have no one to speak with,positive,1
1194,he wrote this song for his wife,positive,1
1195,who ever watching this song may your love came true,positive,1
1196,love it so much,positive,1
1197,when watched this video realized that this is the kind of love we need feel as if he took the words out of my head and put them on paper then turned it into beautiful song this describes all of me this is the love we dream about,positive,1
1198,this song is getting me through the friendzone with this amazing girl that known for long time and want to be more and start something new just wish she would see the same but love is two lane street still be there being her happiness like she did for me if shes happy or can make someone day brighter then am happy and that the only thing that keeping me going ,positive,1
1199,one of the most beautiful songs ever thank you for this ser,positive,1
1200,listening this betters songs alone,positive,1
1201,my future wife prolly thinking no one will love her oh my lil nugget be patient ill be there soon and ill sing you this song to sleep promise,positive,1
1202,some masterpieces arent from this world period,positive,1
1203,this is so beautiful,positive,1
1204,watched this when was little kid feel cursed forever,positive,1
1205,my exam starts in three minutes and am listening to this song somehow giving me hope not to fail,positive,1
1206,me and my cousin weve played this song millions of times for years now and its still fresh in our minds likely to never become old and am in great depth greatful to chrissy teigen for inspiring this insanely talented man to create such entrancing song,positive,1
1207,more likes than humans on the earth lol,neutral,0
1208,imagine how much effort he would have put for this dance,positive,1
1209,bruno is not the second michael jackson he is the first bruno mars,positive,1
1210,once you are blessed and made itwhy be hot head or lose everything over bullshitbruno is proof that you can have it all and it doesnt hurt to have fun and enjoy the fruits of your hard worksome many forget where they use to be and get these deals and money and be gone forever in bad waybruno just be chilling and you can see him smiling and laughing and happy always positive vibes just bouncing off himothers needs to just humble themselves,positive,1
1211,video editor in this clip need to get credits awesome as always bruno mars,positive,1
1212,this song is never going to be old,positive,1
1213,bruno mars is hero,positive,1
1214,admit itlifes better when this come out,positive,1
1215,have only tommyinnit in my head sorry,neutral,0
1216,know your thinking about tommyinnit,neutral,0
1217,this song was played by my teacher when we were on the test,positive,1
1218,everyone is giving the editor credit now but lets be real how many times do you think bruno had to practice that spacing  timing to the beat and those moves,positive,1
1219,omg bruno did cover of tommys song,positive,1
1220,only bruno mars gets billions viewers in all his singles songs,positive,1
1221,every who disliked misclicked,negative,2
1222,dont liethis wasnt in our recommendedwe all clearly searched it in,neutral,0
1223,this is classic song we will be here the next decade im sure,positive,1
1224,my father loved this song he died years ago so everytime hear this song it reminds me of him,positive,1
1225,nostalgia when this song was the biggest thing in the world,positive,1
1226,this sounds like what new york city looks like,positive,1
1227,adele is not an artist she is an art,positive,1
1228,wasnt even born when this came out,positive,1
1229,legend has it mulan was there,positive,1
1230,one of the best songs this year hands down camila come thruuuuu,positive,1
1231,the fact that the audio has more views than the song then you know something is up,positive,1
1232,this is the type of song where you lock yourself in your room and dance pretending youre stripper,neutral,0
1233,who ever dosent like this song is the there are rong,positive,1
1234,like how the audio has more views than the official mv all love from the start,positive,1
1235,when listen this music want to watch transformers series,neutral,0
1236,cant believe its been years since its out it just feels like yesterday,neutral,0
1237,that the audio has more views than the song then you know something is up,positive,1
1238,im surprised nintendo hasnt striked drake for using their mii shop song,neutral,0
1239,drake is the type of person to install air conditioning in his sauna because its too hot,neutral,0
1240,this video was meant for pure memes,negative,2
1241,never really liked this song but the meme like nature it gained makes listening to it now pure experience its kind of cleansing for the mind to listen to older songs nowadays,negative,2
1242,lets be honest this pandemic is bringing us back to the legendary songs,positive,1
1243,drake is the type of guy to call his dad virgin,neutral,0
1244,drake is the type of guy that licks his finger and turn the page on an ipad,neutral,0
1245,no nudes no drugs no alcohol just some meme material,negative,2
1246,let me see how many people are still here by likes,neutral,0
1247,this sounds so weird without the wii shop music in the background,negative,2
1248,drake the type of gangster that dies in pillowfight,neutral,0
1249,drake is the type of guy that has dessert before his meal,neutral,0
1250,drake the type of guy to put ruler under his pillow to measure how long he slept,neutral,0
1251,drake is the type of guy who would call you to tell you that he is going to call you,neutral,0
1252,bruh the nostalgia this brings me is insane,positive,1
1253,when song is so good that you dont care about if its trap rap meme you just enjoy the song,positive,1
1254,that girl in the beginning is enough for anyone to get over their ex,neutral,0
1255,someone dared him to make song where the beat is the music they put on when ur on hold then he did,positive,1
1256,drake is so damn smart can guarantee he acted goofy on purpose knowing people would make vines of it and help make the vid go viral marketing genius,positive,1
1257,literally unable to understand single word but enjoyed lot,positive,1
1258,for everyone asking who is here in we never left this song will forever be amazing,neutral,0
1259,sometimes the strongest people are the ones who cry behind closed doorslove beyond all faults and fight battles that nobody knows about,positive,1
1260,this means that you are before billion views,neutral,0
1261,if you mess with me like rohan once did youre dead,negative,2
1262,get your before billion views tickets here,neutral,0
1263,remember when this literally broke the internet,positive,1
1264,when you find out this song isnt about pillows anymore,neutral,0
1265,guys atleast were going to be successful in our one project,positive,1
1266,their child is gonna be the luckiest human on earth,positive,1
1267,indian fans who know zayn from onedirection was their,positive,1
1268,only people here before billion can like,neutral,0
1269,whoever liked this comment is before billion views,neutral,0
1270,please lets get pillowtalk to billion before their baby is born,positive,1
1271,hate people who misspell zayn as zyan,negative,2
1272,only people who didnt came from tiktok are worthy of liking this comment,neutral,0
1273,im waiting to see,positive,1
1274,whos here after billion,positive,1
1275,dancing in timbs legendary,positive,1
1276,wanna dedicate this one to the homie will smith,positive,1
1277,chris you thought it was over,neutral,0
1278,good job chris on the bil knew this song would hit it sooner or later,positive,1
1279,lets see whos here from september to december,positive,1
1280,billion views this song is so underrated,neutral,0
1281,as soon as this hits billi everyone go to chris browns ig think hes going to announce something about his next album breezy,positive,1
1282,the best second to michael jackson you deserve that billion,positive,1
1283,the ones who are not from tik tok can like this comment,negative,2
1284,these dislikes were people from who didnt sing despacito carefully,negative,2
1285,can you stop liking now the notifications getting annoying,negative,2
1286,only people who didnt came from tik tok are worthy of liking this,negative,2
1287,it has mor dislikes than de average likes of big youtuber,negative,2
1288,this guy never sings just talks the words no real musicand hes made lots of doshwhy,negative,2
1289,the million people who disliked this song must have had their phone upside down lmao,negative,2
1290,for the people who disliked that is not the download button,negative,2
1291,my girlfriend said this song sucked now shes single,negative,2
1292,the people who disliked have no hearts,negative,2
1293,it is confirmed that the people who disliked this masterpiece are not human,negative,2
1294,the people who disliked are from the town,negative,2
1295,only people who are not from tiktok can like this comment,negative,2
1296,idk if anything is changed but for years this was one of the most hated song cauze how many times we heard it dis this changed yet,negative,2
1297,my girlfriend says this song sucked now shes single,negative,2
1298,the dislikes are from the people that dont have sugar,negative,2
1299,all the dislikes are from the people who missed these weddings that day,negative,2
1300,imagine being in the toilet during this,negative,2
1301,why this reminds me of the coffin dancers,negative,2
1302,remember hearing kid singing this over my aunts fence random know but damn these throwbacks,negative,2
1303,expected her to mourn for that guy killed by kitty purry how did she even guess that,negative,2
1304,the dislikes are from the people still counting dollars and not stars,negative,2
1305,all these dislikes are from the people that cant see the stars,negative,2
1306,and now some random song writters claimed that taylor swift stole the chorus of this song like seriously after so many years duh,negative,2
1307,imagine walking on the streets and seeing some crazy people dancing on top of bus,negative,2
1308,as an indian myself can confirm that this is how bus tours happen in my country,negative,2
1309,tell me honestly this isnt recommended we searched for it,negative,2
1310,her legs are like the two koreas they will never be together again,negative,2
1311,all those people probably got sunburned filming outside,negative,2
1312,sad for the children who only discovered this on tiktok,negative,2
1313,the dislikes are from history teachers,negative,2
1314,sorry just came here to look up millie bobby brown,negative,2
1315,shakira is missing her hips dont lie,negative,2
1316,why does this guy not sound like what he looks like at all,negative,2
1317,this songs hits different when you just broke up,negative,2
1318,lets be honest this wasnt in your recommend you searched for it,negative,2
1319,intro is longer than my longest relationship,negative,2
1320,we all know the great singer she is but can we talk about how adeles beauty is underrated,negative,2
1321,omg why is here woman yells yelling uhhh is completely stupid lol,negative,2
1322,im now satisfied for knowing that this is actually single by selena gomez,negative,2
1323,never cheat girlfriend theyll turn to crazy psychopath,negative,2
1324,copied techoblade smh am disliking,negative,2
1325,hello am here to confess that shakira has been calling me every night and wants to divorce pique and come to me,negative,2
1326,my girlfriend said this song sucked now we arent closer,negative,2
1327,thought that this was the original song thought this for my hole life and today found out this is not the original music video lmao,negative,2
1328,everyone in the comments literally making up stories for attention,negative,2
1329,ive seen so many people using this song in stories without knowing the meaning,negative,2
1330,why is meghan so underrated nowadays,negative,2
1331,when in was asked my mum what all about that bass means she said that she was really low singer lol,negative,2
1332,never realized how easy it is to notice the lip sync on this song,negative,2
1333,still cant understand why did the fifth harmony girls are not together especially camila  normani,negative,2
1334,oh so this is why construction is never finished on time,negative,2
1335,look watch years later people will read these comments and wont know what quarantine was,negative,2
1336,yes am working in home due to covid shit,negative,2
1337,whos watching in but is now not justin bieber fan,negative,2
1338,how many think he made this song with wrong girl he looks like he is brother to her,negative,2
1339,just came to see how many dislikes he has on the video mil,negative,2
1340,the likes are the girls who couldnt be the girl in the video,negative,2
1341,shall go to church to purify my god damn eyes and ears,negative,2
1342,many people are here to compare babys dislike and sadak dislike,negative,2
1343,literally here just to check the dislikes again,negative,2
1344,the girl in this music video is soo underrated like the way she danced tho was just complete talent,negative,2
1345,for second thought she was naked,negative,2
1346,the fact that this has less likes than bad guy scares me,negative,2
1347,am so poor that cant get hot girls like this,negative,2
1348,only people who dont come from tiktok can like this comment,negative,2
1349,just need everything to stop hate my life it hurts lot,negative,2
1350,everyones gangster until they know the meaning of the song,negative,2
1351,hailey probably hates this music video for the action in this,negative,2
1352,think as girlfriend would be really mad that he made me go through that,negative,2
1353,think this song talks about justin and selenas relationship with illuminati,negative,2
1354,ive been listening to this song over and over that its not healthy,negative,2
1355,was so sad to lose eminem to trump derangement syndrome,negative,2
1356,feeling weird cause after decade just discovered the girl in the video is megan fox,negative,2
1357,there is reason why there is billion views and the likes dominate dislikes,negative,2
1358,is no one going to talk about the fact that she left that little girl home alone sleeping like bruh,negative,2
1359,you barely hear lauren in the song tbh,negative,2
1360,why they are try so hard to look sexy exepct camila,negative,2
1361,didnt know kylo ren got problem with being rude,negative,2
1362,the nostalgia of this song physically hurts,negative,2
1363,use to think it said batman wants kiss looking back was weird kid,negative,2
1364,as every dj and singer goes bad marsmello always gets better this is the difference of marsmello,negative,2
1365,those guys who gave dislike are the one who are bullies,negative,2
1366,this is not the girl that used to watch as kid,negative,2
1367,when nicki first showed up it look liked someone farted next to her,negative,2
1368,still dont get what is happening in this video,negative,2
1369,sexy song my girlfriend vanessa does it freaking sexy,negative,2
1370,mans got arrested and his nudes leakedfeels bad man,negative,2
1371,this dude just got arrested and his nudes got leaked on twitter man really went downhill after this song,negative,2
1372,seriously feel bad for silento no one hit wonder has got bullied to the extent he did yeah the song isnt great but would get tired of everyone left and right calling me one hit wonder,negative,2
1373,maybe he was just trying to steal bussy repair kit,negative,2
1374,damn why does this guy looks so alike the scrunchie man oh wonder why,negative,2
1375,oh my god remember when this guy was relevant this was so dumb,negative,2
1376,he was sticking it in like it was nothing,negative,2
1377,took trip down memory to dislike turns out already thumbs downed this song lmao,negative,2
1378,people didnt understand he was mf ing starboy,negative,2
1379,crazy how abel is an entirely different person with every album,negative,2
1380,man this hits like minecraft parody song lol,negative,2
1381,wouldnt be surprised if that panther was his actual pet,negative,2
1382,moment of silence for the girl who broke abels heart when he wasnt the weeknd look what youve done poor little girl,negative,2
1383,singer the weeknd band daft punk song stayboy,negative,2
1384,cant unhear you talkin money need to urinate,negative,2
1385,this is my shit cuz found out could actually dance when started listening to this lol,negative,2
1386,every who disliked misclicked,negative,2
1387,this video was meant for pure memes,negative,2
1388,never really liked this song but the meme like nature it gained makes listening to it now pure experience its kind of cleansing for the mind to listen to older songs nowadays,negative,2
1389,no nudes no drugs no alcohol just some meme material,negative,2
1390,this sounds so weird without the wii shop music in the background,negative,2
1391,if you mess with me like rohan once did youre dead,negative,2
1392,hate people who misspell zayn as zyan,negative,2
1393,the ones who are not from tik tok can like this comment,negative,2
1394,these dislikes were people from who didnt sing despacito carefully,negative,2
1395,can you stop liking now the notifications getting annoying,negative,2
1396,only people who didnt came from tik tok are worthy of liking this,negative,2
1397,it has mor dislikes than de average likes of big youtuber,negative,2
1398,this guy never sings just talks the words no real musicand hes made lots of doshwhy,negative,2
1399,the million people who disliked this song must have had their phone upside down lmao,negative,2
1400,for the people who disliked that is not the download button,negative,2
1401,my girlfriend said this song sucked now shes single,negative,2
1402,the people who disliked have no hearts,negative,2
1403,it is confirmed that the people who disliked this masterpiece are not human,negative,2
1404,the people who disliked are from the town,negative,2
1405,only people who are not from tiktok can like this comment,negative,2
1406,idk if anything is changed but for years this was one of the most hated song cauze how many times we heard it dis this changed yet,negative,2
1407,my girlfriend says this song sucked now shes single,negative,2
1408,the dislikes are from the people that dont have sugar,negative,2
1409,all the dislikes are from the people who missed these weddings that day,negative,2
1410,imagine being in the toilet during this,negative,2
1411,why this reminds me of the coffin dancers,negative,2
1412,remember hearing kid singing this over my aunts fence random know but damn these throwbacks,negative,2
1413,expected her to mourn for that guy killed by kitty purry how did she even guess that,negative,2
1414,the dislikes are from the people still counting dollars and not stars,negative,2
1415,all these dislikes are from the people that cant see the stars,negative,2
1416,and now some random song writters claimed that taylor swift stole the chorus of this song like seriously after so many years duh,negative,2
1417,imagine walking on the streets and seeing some crazy people dancing on top of bus,negative,2
1418,as an indian myself can confirm that this is how bus tours happen in my country,negative,2
1419,tell me honestly this isnt recommended we searched for it,negative,2
1420,her legs are like the two koreas they will never be together again,negative,2
1421,all those people probably got sunburned filming outside,negative,2
1422,sad for the children who only discovered this on tiktok,negative,2
1423,the dislikes are from history teachers,negative,2
1424,sorry just came here to look up millie bobby brown,negative,2
1425,shakira is missing her hips dont lie,negative,2
1426,why does this guy not sound like what he looks like at all,negative,2
1427,this songs hits different when you just broke up,negative,2
1428,lets be honest this wasnt in your recommend you searched for it,negative,2
1429,intro is longer than my longest relationship,negative,2
1430,we all know the great singer she is but can we talk about how adeles beauty is underrated,negative,2
1431,omg why is here woman yells yelling uhhh is completely stupid lol,negative,2
1432,im now satisfied for knowing that this is actually single by selena gomez,negative,2
1433,never cheat girlfriend theyll turn to crazy psychopath,negative,2
1434,copied techoblade smh am disliking,negative,2
1435,hello am here to confess that shakira has been calling me every night and wants to divorce pique and come to me,negative,2
1436,my girlfriend said this song sucked now we arent closer,negative,2
1437,thought that this was the original song thought this for my hole life and today found out this is not the original music video lmao,negative,2
1438,everyone in the comments literally making up stories for attention,negative,2
1439,ive seen so many people using this song in stories without knowing the meaning,negative,2
1440,why is meghan so underrated nowadays,negative,2
1441,when in was asked my mum what all about that bass means she said that she was really low singer lol,negative,2
1442,never realized how easy it is to notice the lip sync on this song,negative,2
1443,still cant understand why did the fifth harmony girls are not together especially camila  normani,negative,2
1444,oh so this is why construction is never finished on time,negative,2
1445,look watch years later people will read these comments and wont know what quarantine was,negative,2
1446,yes am working in home due to covid shit,negative,2
1447,whos watching in but is now not justin bieber fan,negative,2
1448,how many think he made this song with wrong girl he looks like he is brother to her,negative,2
1449,just came to see how many dislikes he has on the video mil,negative,2
1450,the likes are the girls who couldnt be the girl in the video,negative,2
1451,shall go to church to purify my god damn eyes and ears,negative,2
1452,many people are here to compare babys dislike and sadak dislike,negative,2
1453,literally here just to check the dislikes again,negative,2
1454,the girl in this music video is soo underrated like the way she danced tho was just complete talent,negative,2
1455,for second thought she was naked,negative,2
1456,the fact that this has less likes than bad guy scares me,negative,2
1457,am so poor that cant get hot girls like this,negative,2
1458,only people who dont come from tiktok can like this comment,negative,2
1459,just need everything to stop hate my life it hurts lot,negative,2
1460,everyones gangster until they know the meaning of the song,negative,2
1461,hailey probably hates this music video for the action in this,negative,2
1462,think as girlfriend would be really mad that he made me go through that,negative,2
1463,think this song talks about justin and selenas relationship with illuminati,negative,2
1464,ive been listening to this song over and over that its not healthy,negative,2
1465,was so sad to lose eminem to trump derangement syndrome,negative,2
1466,feeling weird cause after decade just discovered the girl in the video is megan fox,negative,2
1467,there is reason why there is billion views and the likes dominate dislikes,negative,2
1468,is no one going to talk about the fact that she left that little girl home alone sleeping like bruh,negative,2
1469,you barely hear lauren in the song tbh,negative,2
1470,why they are try so hard to look sexy exepct camila,negative,2
1471,didnt know kylo ren got problem with being rude,negative,2
1472,the nostalgia of this song physically hurts,negative,2
1473,use to think it said batman wants kiss looking back was weird kid,negative,2
1474,as every dj and singer goes bad marsmello always gets better this is the difference of marsmello,negative,2
1475,those guys who gave dislike are the one who are bullies,negative,2
1476,this is not the girl that used to watch as kid,negative,2
1477,when nicki first showed up it look liked someone farted next to her,negative,2
1478,still dont get what is happening in this video,negative,2
1479,sexy song my girlfriend vanessa does it freaking sexy,negative,2
1480,mans got arrested and his nudes leakedfeels bad man,negative,2
1481,this dude just got arrested and his nudes got leaked on twitter man really went downhill after this song,negative,2
1482,seriously feel bad for silento no one hit wonder has got bullied to the extent he did yeah the song isnt great but would get tired of everyone left and right calling me one hit wonder,negative,2
1483,maybe he was just trying to steal bussy repair kit,negative,2
1484,damn why does this guy looks so alike the scrunchie man oh wonder why,negative,2
1485,oh my god remember when this guy was relevant this was so dumb,negative,2
1486,he was sticking it in like it was nothing,negative,2
1487,took trip down memory to dislike turns out already thumbs downed this song lmao,negative,2
1488,people didnt understand he was mf ing starboy,negative,2
1489,crazy how abel is an entirely different person with every album,negative,2
1490,man this hits like minecraft parody song lol,negative,2
1491,wouldnt be surprised if that panther was his actual pet,negative,2
1492,moment of silence for the girl who broke abels heart when he wasnt the weeknd look what youve done poor little girl,negative,2
1493,singer the weeknd band daft punk song stayboy,negative,2
1494,cant unhear you talkin money need to urinate,negative,2
1495,this is my shit cuz found out could actually dance when started listening to this lol,negative,2
1496,every who disliked misclicked,negative,2
1497,this video was meant for pure memes,negative,2
1498,never really liked this song but the meme like nature it gained makes listening to it now pure experience its kind of cleansing for the mind to listen to older songs nowadays,negative,2
1499,no nudes no drugs no alcohol just some meme material,negative,2
1500,this sounds so weird without the wii shop music in the background,negative,2
1501,if you mess with me like rohan once did youre dead,negative,2
1502,hate people who misspell zayn as zyan,negative,2
1503,the ones who are not from tik tok can like this comment,negative,2
1504,these dislikes were people from who didnt sing despacito carefully,negative,2
1505,can you stop liking now the notifications getting annoying,negative,2
1506,only people who didnt came from tik tok are worthy of liking this,negative,2
1507,it has mor dislikes than de average likes of big youtuber,negative,2
1508,this guy never sings just talks the words no real musicand hes made lots of doshwhy,negative,2
1509,the million people who disliked this song must have had their phone upside down lmao,negative,2
1510,for the people who disliked that is not the download button,negative,2
1511,my girlfriend said this song sucked now shes single,negative,2
1512,the people who disliked have no hearts,negative,2
1513,it is confirmed that the people who disliked this masterpiece are not human,negative,2
1514,the people who disliked are from the town,negative,2
1515,only people who are not from tiktok can like this comment,negative,2
1516,idk if anything is changed but for years this was one of the most hated song cauze how many times we heard it dis this changed yet,negative,2
1517,my girlfriend says this song sucked now shes single,negative,2
1518,the dislikes are from the people that dont have sugar,negative,2
1519,all the dislikes are from the people who missed these weddings that day,negative,2
1520,imagine being in the toilet during this,negative,2
1521,why this reminds me of the coffin dancers,negative,2
1522,remember hearing kid singing this over my aunts fence random know but damn these throwbacks,negative,2
1523,expected her to mourn for that guy killed by kitty purry how did she even guess that,negative,2
1524,the dislikes are from the people still counting dollars and not stars,negative,2
1525,all these dislikes are from the people that cant see the stars,negative,2
1526,and now some random song writters claimed that taylor swift stole the chorus of this song like seriously after so many years duh,negative,2
1527,imagine walking on the streets and seeing some crazy people dancing on top of bus,negative,2
1528,as an indian myself can confirm that this is how bus tours happen in my country,negative,2
1529,tell me honestly this isnt recommended we searched for it,negative,2
1530,her legs are like the two koreas they will never be together again,negative,2
1531,all those people probably got sunburned filming outside,negative,2
1532,sad for the children who only discovered this on tiktok,negative,2
1533,the dislikes are from history teachers,negative,2
1534,sorry just came here to look up millie bobby brown,negative,2
1535,shakira is missing her hips dont lie,negative,2
1536,why does this guy not sound like what he looks like at all,negative,2
1537,this songs hits different when you just broke up,negative,2
1538,lets be honest this wasnt in your recommend you searched for it,negative,2
1539,intro is longer than my longest relationship,negative,2
1540,we all know the great singer she is but can we talk about how adeles beauty is underrated,negative,2
1541,omg why is here woman yells yelling uhhh is completely stupid lol,negative,2
1542,im now satisfied for knowing that this is actually single by selena gomez,negative,2
1543,never cheat girlfriend theyll turn to crazy psychopath,negative,2
1544,copied techoblade smh am disliking,negative,2
1545,hello am here to confess that shakira has been calling me every night and wants to divorce pique and come to me,negative,2
1546,my girlfriend said this song sucked now we arent closer,negative,2
1547,thought that this was the original song thought this for my hole life and today found out this is not the original music video lmao,negative,2
1548,everyone in the comments literally making up stories for attention,negative,2
1549,ive seen so many people using this song in stories without knowing the meaning,negative,2
1550,why is meghan so underrated nowadays,negative,2
1551,when in was asked my mum what all about that bass means she said that she was really low singer lol,negative,2
1552,never realized how easy it is to notice the lip sync on this song,negative,2
1553,still cant understand why did the fifth harmony girls are not together especially camila  normani,negative,2
1554,oh so this is why construction is never finished on time,negative,2
1555,look watch years later people will read these comments and wont know what quarantine was,negative,2
1556,yes am working in home due to covid shit,negative,2
1557,whos watching in but is now not justin bieber fan,negative,2
1558,how many think he made this song with wrong girl he looks like he is brother to her,negative,2
1559,just came to see how many dislikes he has on the video mil,negative,2
1560,the likes are the girls who couldnt be the girl in the video,negative,2
1561,shall go to church to purify my god damn eyes and ears,negative,2
1562,many people are here to compare babys dislike and sadak dislike,negative,2
1563,literally here just to check the dislikes again,negative,2
1564,the girl in this music video is soo underrated like the way she danced tho was just complete talent,negative,2
1565,for second thought she was naked,negative,2
1566,the fact that this has less likes than bad guy scares me,negative,2
1567,am so poor that cant get hot girls like this,negative,2
1568,only people who dont come from tiktok can like this comment,negative,2
1569,just need everything to stop hate my life it hurts lot,negative,2
1570,everyones gangster until they know the meaning of the song,negative,2
1571,hailey probably hates this music video for the action in this,negative,2
